職缺內容,公司名稱,內容,地址,薪資,網址
"軟體開發工程師 Python Software Engineer(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,"1. Design, build, and maintain efficient, reusable, and reliable code.
2. Build up a data APIs platform and integrate with open APIs.
3. Maintain existing codebase, to include troubleshooting bugs and add new features.
4. Ensure the best possible performance, quality, and responsiveness of the applications.
5. Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.
6. Collaborate with a team to define, design, and ship new features.
7. Participate in an Agile/SCRUM environment/team.",台北市信義區,"月薪30,000~90,000元",//www.104.com.tw/job/73u2r?jobsource=jolist_c_relevance
Python後端開發工程師 -11009836、11009839,安碁資訊股份有限公司,"1.​ ​ ​ ​開發REST API，提供第三方服務介接

2.​ ​ ​ ​執行整合日常開發 ( CI/CD)、上線流程自動化等

3.​ ​ ​ ​支援專案類型開發，撰寫專案相關交付文件",台北市信義區,"月薪35,000元以上",//www.104.com.tw/job/77eie?jobsource=jolist_c_relevance
Backend Python Developer,台灣米高蒲志國際股份有限公司," reusable, and reliable Python code
- Integration of data storage solutions such as MySQL, Hbase, Reids
- Help maintain code quality",台北市信義區,待遇面議,//www.104.com.tw/job/7c2tu?jobsource=jolist_c_relevance
Python後端開發工程師 -11009836、11009839,安碁資訊股份有限公司,"1.​ ​ ​ ​開發REST API，提供第三方服務介接

2.​ ​ ​ ​執行整合日常開發 ( CI/CD)、上線流程自動化等

3.​ ​ ​ ​支援專案類型開發，撰寫專案相關交付文件",台北市信義區,"月薪35,000元以上",//www.104.com.tw/job/77eie?jobsource=jolist_b_relevance
"軟體開發工程師 Python Software Engineer(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,"1. Design, build, and maintain efficient, reusable, and reliable code.
2. Build up a data APIs platform and integrate with open APIs.
3. Maintain existing codebase, to include troubleshooting bugs and add new features.
4. Ensure the best possible performance, quality, and responsiveness of the applications.
5. Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.
6. Collaborate with a team to define, design, and ship new features.
7. Participate in an Agile/SCRUM environment/team.",台北市信義區,"月薪30,000~90,000元",//www.104.com.tw/job/73u2r?jobsource=jolist_b_relevance
(RR)Python自動化軟體開發工程師-南港,神準科技股份有限公司,"1. 產品自動化驗證相關技術研究，驗証工具開發
2. 建置和維護自動化平台
3. 依據規格要求進行程式規劃及設計

程式語言以Python為主,Shell script 為輔

加分非必要
1.了解基本網路通訊協定
2.了解C, Python,",台北市南港區,待遇面議,//www.104.com.tw/job/75rd8?jobsource=jolist_b_relevance
"技術支援類: Application Engineer (有光罩經驗,MASK/OPC,UNIX/Linux,Python,Perl者佳 )","Synopsys Taiwan Co., Ltd._台灣新思科技股份有限公司"," lithography process. 
• Proficiency with UNIX/Linux operations and good recipe scripting capability with tcl,Python,Perl,and C-Shell.",新竹縣竹北市,待遇面議,//www.104.com.tw/job/6wa7k?jobsource=jolist_b_relevance
Java/Python程式設計師,遠東國際商業銀行股份有限公司,依據規劃與分析結果進行系統開發、驗證並負責上線後之維運工作,台北市中正區,待遇面議,//www.104.com.tw/job/75321?jobsource=jolist_b_relevance
【彈性工時】後端實習生 Backend Engineer(熟Python、RESTful API ),好好證券股份有限公司,"種合作方式：
->彈性日班：09:00~18:00之間，彈性日任選連續4個小時的排班，一週至少20小時。

【好好要求】
1. 懂 Python 物件導向開發(需有使用過 Flask Framework)，並曾用於 Web API 的實作。 
2.",台北市中正區,時薪160~400元,//www.104.com.tw/job/7ckz0?jobsource=jolist_b_relevance
誠徵Python、Javascript合作教師夥伴,南一書局企業股份有限公司(總公司),CodeCombat 來自美國矽谷，是美國大學理事會認可的AP電腦科學原理課程和專業發展的程式教育平台，教材依照國際教學標準而設計，學生透過遊戲畫面與關卡，來學習Python、javascript等程式碼的編寫。CodeCombat已有200多個,新北市深坑區,"論件計酬3,000~20,000元",//www.104.com.tw/job/79314?jobsource=jolist_b_relevance
python工程師,鈦度科技有限公司,"1. 開發網站(如Django framework) 
2. 系統串連，如以SQLAlchemy連結Relational Database (SQL Server)
3. 需熟悉OOP及MVC觀念及運用。 
4.  開發Restful API。 
5. 熟悉版本控制及testing技術。",台北市內湖區,"年薪750,000~800,000元",//www.104.com.tw/job/6xglu?jobsource=jolist_b_relevance
"軟體 工程師 (Java, Python, LabVIEW) - 台北或新竹",動力安全資訊股份有限公司,"[About the Job]
IoT物連網是甚麼？智慧建築(Smart Building)、智慧製造(Smart Factory)、智慧機房(Smart Data Center)等熱門新興產業，到底在做甚麼？在動力安全，你將會找到答案。

在動力安全，我們帶領企業客戶邁向以軟體整合應用(Software Defined)為基礎的智慧化轉型（智慧建築、智慧機房、智慧製造、物聯網與工業4.0）。協助客戶提高安全與效率，增強在國際上的競爭能力。若你對智慧產業及IoT物連網有興趣，以及對寫軟體程式、學習新技術充滿熱忱，歡迎你加入動力安全的行列。

[Role and Responsibilities]  
- 設計開發智慧化的應用軟體系統
- 編寫軟體規格文件，測試計劃等
- 需與其它部門協同合作",台北市內湖區,"月薪32,000元以上",//www.104.com.tw/job/44234?jobsource=jolist_b_relevance
友善環境農食 Python電子商務工程師(可遠端工作),直接跟農夫買股份有限公司,"
6.物流系統維護與串接
7.在進入下一個規模時，評估程式架構轉移的必要性。
8.以科技幫助內部流程優化


＝必備能力＝
1.3年以上電子商務網站開發與維運經驗
2.具 Python / Django 框架開發經驗
3.熟悉 ubuntu",桃園市桃園區,"月薪50,000~70,000元",//www.104.com.tw/job/6b4tp?jobsource=jolist_b_relevance
資深後端工程師（資深php後端願意轉python者歡迎）,鈦度科技有限公司,"1. 開發應用軟體後端(如Django framework, Java SSH) . 資深php後端願意轉python者歡迎
2. 熟悉PGSQL SOLR者優先
3. 需熟悉OOP及MVC觀念及運用
4. 開發Restful API及機器學習相",台北市內湖區,"年薪1,000,000元",//www.104.com.tw/job/706jj?jobsource=jolist_b_relevance
Machine Learning Engineer(Voice),台灣利優資訊科技有限公司," teamwork with company wide DSP & SW teams
•	Lead ML/DL workflow and SW/HW environment development (Python to edge processor)",台北市大安區,"月薪70,000~100,000元",//www.104.com.tw/job/797zf?jobsource=jolist_b_relevance
【A】機器學習工程師,富智康國際股份有限公司(鴻海集團),"富智捷以人工智慧車載軟硬體及系統的研發銷售為主要業務，本職務負責開發適用於自駕環境的環境感知與預測系統，運用深度學習、電腦視覺、多感應器融合、等核心技術應用於 Level 2 ~ Level 5 之自駕車環境。

1.核心智能演算法開發
2.針對自駕車平台進行演算法／模型優化
3.跨感應器「感知」、「預測」模組研究開發",新北市土城區,待遇面議,//www.104.com.tw/job/7c2c5?jobsource=jolist_b_relevance
"資料科學工程師（Data Science Python Backend Engineer）-- 資料科學實驗室  (數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,"我們 資料科學實驗室 的文化

- 我們樂於互相分享，也樂於互相學習
- 我們有主動發現問題，主動解決問題的特質
- 我們的討論風氣興盛，沒有階級之分

我們 資料科學實驗室 正在尋找後端工程師，加入產品團隊，一同討論產品功能與方向，並且負責產品之系統架構
設計與開發，樂於與產品團隊各角色合作，並保持主動積極的態度讓產品持續進步

- 設計多樣產品、服務的整合軟體框架
- 設計簡單、彈性的 API ，以對應不同的使用者需求
- 設計容易測試、維護的軟體系統",台北市信義區,"月薪30,000~90,000元",//www.104.com.tw/job/6k5ft?jobsource=jolist_b_relevance
MOP Software Engineer (Python)- (HQ),鴻霖航空貨運代理股份有限公司,"About Our Team:
1.We use Github Enterprise for our version control tool, so we have Pull Request/Tag/Feature Branch in our develop flow.
2.Jira is our issue tracking platform, and we also use confluence for documentation.
3.We use Jenkins Pipeline for CI flow, and Ansible is our CD tool for deployment.
4.All the new service will deploy on AWS, include the existing service and legacy system.
5.Flowdock is our communication and collaboration place, we integration Jenkins notify and Monitor tool with it.
6.We dockerize lots of service and application to our internal Docker registry. Most of tools are Docker container, like Jenkins, Nginx, Ansible, Nexus Repository…
7.Prometheus is our monitoring system, and we also use Grafana and Alert Manager. About runtime exception, we use Sentry error logging system for real-time notify.
8.We embrace open source like Airflow, Flyway, Swagger…

If you like our team culture and like to start from scratch, welcome to send your Resume/CV to us.

Role & Responsibilities:
We are building our owned software to serve our clients for a better supply chain management. You will role will be responsible to:

We are building our owned software platform to serve our clients for a better supply chain management. Your role will be responsible to:

(50%) Discuss business process and requirements with BA (business analyst) and system users. Include system analysis and design, and you will plan develop job for frontend, backend and data engineer. Our module/function need to design for multi-tenancy and which has high availability.
(30%) Lead and train member for project team, manage resource and do your best to make them stronger. Sharing technical knowledge or domain know-how to team and building your team culture.
(20%) Develop initiatives to improve team working efficiency. May include but not limit to process flow and system architecture improvement.
",台北市內湖區,待遇面議,//www.104.com.tw/job/7cja3?jobsource=jolist_b_relevance
Software Design Engineer 軟體設計工程師-TC19528,"Super Micro Computer, Inc._美超微電腦股份有限公司","Summary:
Supermicro Super Cloud Composer (SCC) Storage design and implementation


Essential job duties and responsibility:

Job included but not limited to:
1. Defining, developing, testing, delivering, documenting, and maintaining storage-related software project
2. Building custom Linux based ISO
3. Developing/Configuring Storage service
4. Debugging/troubleshooting potential issues",新北市中和區,待遇面議,//www.104.com.tw/job/6zd5e?jobsource=jolist_b_relevance
【新店區】知名外商搜尋引擎龍頭 徵Tester_OCS_134-2555,藝珂人事顧問股份有限公司, python programming.,新北市新店區,"月薪48,000~78,000元",//www.104.com.tw/job/70tr0?jobsource=jolist_b_relevance
IE工程師-W541100,昇陽國際半導體股份有限公司,"1.Work with Fab to monitor MFG related issues,continuously improve dispatching ,and enhance production/OEE.
2.Cost-based analyze and simulate for new products or mass production, and make cost reduction plan.
3.Responding quickly to handle multiple projects with MFG. PE,EE,PIE and IT team.
4.Well operation on statistics for date mining & date analysis.
5.Well operation on all IE skill&functions.
6.Flexsim must be well operation.",新竹市,"月薪30,000~50,000元",//www.104.com.tw/job/61qm7?jobsource=jolist_b_relevance
台灣-Python後端工程師,城科國際_CYBILL TEK SOFTWARE INC,"1. 根據產品需求，完成功能模組的設計，開發和測試工作
2. 與產品企劃、工程師、及測試人員密切的合作，完成開發
3. 配合專案時程與項目需求，獨立完成職務內任務
4.3年以上Python服務端開發經驗
5熟練使用MySQL、Redis、",台北市大同區,"月薪66,000~77,500元",//www.104.com.tw/job/7a4xc?jobsource=jolist_b_relevance
派遣至LINE_EC Data Specialist [115-481],萬寶華企業管理顧問股份有限公司," Dashboards.
* Create project / workbook documentation.
* Knowledge of Python or R a plus, but not necessary.

",台北市內湖區,待遇面議,//www.104.com.tw/job/7aknn?jobsource=jolist_b_relevance
【G】自動化設備開發工程師,富智康國際股份有限公司(鴻海集團),"1. 機械手臂的程序開發
2. 機器視覺的開發設計
3. 人機介面開發
4. 測試治具的程序開發
5. 大數據資料的收集與分析	
",新北市土城區,待遇面議,//www.104.com.tw/job/74ta8?jobsource=jolist_d_relevance
【A】機器學習工程師,富智康國際股份有限公司(鴻海集團),"富智捷以人工智慧車載軟硬體及系統的研發銷售為主要業務，本職務負責開發適用於自駕環境的環境感知與預測系統，運用深度學習、電腦視覺、多感應器融合、等核心技術應用於 Level 2 ~ Level 5 之自駕車環境。

1.核心智能演算法開發
2.針對自駕車平台進行演算法／模型優化
3.跨感應器「感知」、「預測」模組研究開發",新北市土城區,待遇面議,//www.104.com.tw/job/7c2c5?jobsource=jolist_d_relevance
【台北】Operator | 維運工程師 | 系統⼯程師,英商引達取有限公司台灣分公司,"
2. 擅長至少一種的腳本語言(Shell Script、Powershell、Python...等)
",台北市大同區,待遇面議,//www.104.com.tw/job/7aaxi?jobsource=jolist_d_relevance
Software Engineer,緯穎科技服務股份有限公司,"1.機電整合系統架設
2.根據需求選擇適當的感測元件/模組
3.設計控制系統
4.設計使用者介面以及人機介面

",新北市汐止區,待遇面議,//www.104.com.tw/job/7bgj0?jobsource=jolist_d_relevance
Python工程師,博賢智能科技有限公司,"工作內容:
• 負責對系統進行算法優化，從數據處理、模型結構設計及訓練腳本編寫，並執行訓練及調參。

技能要求：
1. 具電腦相關學位；
2. 熟悉python及常用模組；
3. 理解機器學習方法的優缺點和適用領域，有採用機器學習方法解決實際問題",澳門特別行政區,待遇面議,//www.104.com.tw/job/77m2i?jobsource=jolist_d_relevance
--運維工程師--,詰星科技有限公司,"
7.python腳本運維自動化開發
8.完善系統架構與日常運維等相關文檔
9.完成主管交辦事項
**每年都會有提升薪資機會；能力越高調整幅度越多**

----到職前3個月為教育訓練期/實行後台模擬訓練----",台北市內湖區,"月薪40,000~100,000元",//www.104.com.tw/job/7awid?jobsource=jolist_d_relevance
Software Engineer (Annual salary: NT$1.2M+),科迪股份有限公司,"
• 良好的職場英文口語表達與寫作能力

★ 必備條件:
• 二年以上軟體實務開發經驗者，或有碩士資訊科學相關學位
• 有程式審查、測試、文件撰寫經驗並曾歷經軟體開發流程，如Scrum和Kanban
• 熟悉任一語言(Python、",台北市信義區,"年薪1,200,000元以上",//www.104.com.tw/job/5hirt?jobsource=jolist_d_relevance
商業分析師,第一產物保險股份有限公司,"，並蒐集內外部相關資料，釐清需求以訂立專案目標與方向
3.透過數據分析方法及工具(如:Python,SQL,GA...等)釐清問題，並發想可行的解決方案
4.製作相關報告與成效分析表，包含：提案簡報、成效分析、自動化報表...等",台北市中正區,"月薪29,000~38,000元",//www.104.com.tw/job/7awod?jobsource=jolist_d_relevance
【MFG】生產測試軟體開發工程師 (PE),喬鼎資訊股份有限公司,"1. 測試軟體與測試程式開發與維護。
2. 系統產品測試程式自動化整合。
3. 生產測試良率的提升與改善。",新竹縣寶山鄉,"月薪35,000~65,000元",//www.104.com.tw/job/7994t?jobsource=jolist_d_relevance
技術專案管理師 Technical Project Manager,愛酷智能科技股份有限公司,"他雲端平台開發管理經驗者佳。
4. 熟悉 Python、JAVA、PHP、HTML5、MySQL等程式語言。
5. 熟悉產品開發預算與成本控管。",台北市松山區,待遇面議,//www.104.com.tw/job/71w91?jobsource=jolist_d_relevance
運維工程師,致達數位科技有限公司,"1.負責設備上線環境的搭建、應用部署、安裝調試。
2.負責設備監控及故障處理，保證服務器穩定運行。
3.負責對Linux系統及其上的應用程式進行性能分析、優化、問題跟蹤。
",台北市內湖區,"月薪60,000元以上",//www.104.com.tw/job/78bgd?jobsource=jolist_d_relevance
後端工程師(資深工程師),龍騰文化事業股份有限公司,"並在實際工作經驗當中使用過 Flask / Sanic /Celery 等 Python 常見框架
8.熟悉關連式資料庫、非關連資料庫
9.熟悉軟體版本控制軟體：GitHub/GitLab、良好的開發觀念
10.熟悉Linux、Docker 相關應",新北市五股區,"月薪45,000~60,000元",//www.104.com.tw/job/7bmv8?jobsource=jolist_d_relevance
心電圖分析研究員,衛利生物科技股份有限公司,"1.	研究提案、專案實作、研究管理、撰寫研究文件
2.	研熟悉心電訊號和生理資訊之間的關係，協助建置AI模型
3.	將所收集到的數據進行數據工程、數據分析與資料視覺化
4.	建構預測模型、整合性方法等技術進行研究及測試驗證
5.	國內外相關文獻蒐集及彙整，隨時學習 ECG 產業最新知識、新技術之數據蒐集、分
        析與可行性評估。 
6.	其他專案支援

",新北市新店區,"月薪50,000~100,000元",//www.104.com.tw/job/7b6i8?jobsource=jolist_d_relevance
Product Engineer/Testing Engineer,優達科技股份有限公司,"1. 設計與優化產品生產測試流程與方式
2. 熟悉工廠生產與測試流程
3. 熟悉網通產品的功能與應用
4. 熟悉Python/C語言相關開發技術
5. 測試報告與技術文件撰寫",新北市土城區,待遇面議,//www.104.com.tw/job/6x3mc?jobsource=jolist_d_relevance
資料探勘工程師,禾多移動多媒體股份有限公司,"理論與資料探勘技術;
2. 程式能力(python為主) 

其他條件： 
1. 熟悉線性代數;
2.應用資料科學於實務問題之熱忱
",台北市中山區,"年薪650,000~950,000元",//www.104.com.tw/job/4u9yz?jobsource=jolist_d_relevance
(Sr.) Software QA Engineer,Nogle Taiwan Limited_諾傑股份有限公司,"Responsibilities:
1. To assist in the analysis of design specifications in order to produce comprehensive test cases/scripts/scenarios for expected results to be performed manually or using automated testing tools.
2. To assist in the system testing of new applications and existing software. enhancements to ensure they meet design specifications.
3. To assist in regression Testing of new applications and existing software. enhancements to identify any possible impacts caused by changes.
4. To assist in the maintenance and management of manual or automated scripts & test databases.
5. Recording of test results and following up with the fault report cases and cooperate closely with related engineers.
6. To assist in the verification and evidence of reproduction of any reported faults in existing software.
7. Ensure all work produced meets customer requirements before being released for internal approval.
8. Ensure all work meets the guidelines & standards defined for the team and the company.
9. Involvement in development stage.",台北市信義區,待遇面議,//www.104.com.tw/job/6qrs1?jobsource=jolist_d_relevance
QA Engineer 軟體測試工程師,英屬維京群島商金波信息技術諮詢有限公司台灣分公司,"工作內容：
1.	根據產品規格書撰寫測試案例。
2.	驗證規格、功能性測試、整合性測試，並確保產品可用性。
3.	測試各種平台相容性Web/Mobile Web/APP (Android/iOS)。
4.	問題回饋與追蹤，協助開發人員確認問題並加以驗證。
5.	維護品質管理紀錄及報表。",台北市大安區,待遇面議,//www.104.com.tw/job/6rbqk?jobsource=jolist_d_relevance
Embedded Automation Engineer 自動化測試 Python(週休二日不需輪班),台灣愛渠西來技術股份有限公司," git/Pull Requests
•	Strong Programming experience on Python
•	Experience in Embedded Linux Environment.
＊ working permit and",新北市板橋區,"年薪800,000~1,500,000元",//www.104.com.tw/job/71xd3?jobsource=jolist_d_relevance
派遣至LINE_EC Data Specialist [115-481],萬寶華企業管理顧問股份有限公司," Dashboards.
* Create project / workbook documentation.
* Knowledge of Python or R a plus, but not necessary.

",台北市內湖區,待遇面議,//www.104.com.tw/job/7aknn?jobsource=jolist_d_relevance
63700-產測軟體開發工程師,QNAP_威聯通科技股份有限公司,"系統整合

熟悉技能：
1. 熟悉 golang, python. C 語言
2. 熟悉網路及儲存產品
3. 擁有良好的開發習慣，熟悉 Git 以及 Git 開發流程與版本控制
4. 對工作主動積極與負責
5. 良好的團隊合作，重視開發默契， 能夠",新北市汐止區,待遇面議,//www.104.com.tw/job/74bul?jobsource=jolist_d_relevance
軟體自動化測試工程師,伊諾科技有限公司,"1. 依產品需求撰寫自動化測試案例，並開發自動化測試工具
2. 維護現有自動化測試工具
3. 追蹤分析測試問題，改善自動化測試效率
4. 開發及執行壓力測試腳本",台北市內湖區,待遇面議,//www.104.com.tw/job/7c4l8?jobsource=jolist_b_relevance
兼職講師(商用英語、TOEIC、數位行銷、專案管理、人力資源、程式語言等),晴仁數位文化有限公司,"徵求 各類型專業講師
(包含商用英語、TOEIC、數位行銷、專案管理、人力資源、程式語言/Python、資料庫等)
有業界經驗者佳

請各位講師提供學經歷及教授經歷",台北市大安區,待遇面議,//www.104.com.tw/job/7c7z6?jobsource=jolist_b_relevance
Data Scientist Engineer,雲馥數位股份有限公司," languages to derive meaningful data insights (e.g., Python, R, Spark, TensorFlow, Jupyter, etc.)




",新北市三重區,待遇面議,//www.104.com.tw/job/77g00?jobsource=jolist_b_relevance
軟體自動化測試工程師(20007Q),四零四科技股份有限公司,"對應的自動化測試程式，開發語言是以 python 和 C/C++ 為主，希望透過 python 豐富的測試資源庫來提升開發的效率。

無論你是有經驗的或是想要嘗試朝自動化領域發展，都是我們想要尋找的夥伴。我們會提供相關的訓練，透過做中學的方式確保你",新北市新莊區,待遇面議,//www.104.com.tw/job/736yx?jobsource=jolist_b_relevance
AI/Big Data工程師(DTO),貿聯國際股份有限公司,"1.AI模型開發與佈署
2.數據整合與數據分析
3.數科技之應用與開發與開發",新北市中和區,待遇面議,//www.104.com.tw/job/7bl0d?jobsource=jolist_b_relevance
61223-軟體設計工程師(高雄),QNAP_威聯通科技股份有限公司,"工作內容：
1. 從事網路軟體設計
2. 移植開源碼與系統整合
3. 雲端網路功能研究與設計開發
能力需求：
1. 熟悉 C++ 程式語言設計
2. 熟悉 Python 程式語言設計
3. 熟悉 Linux 的操作
4. 有網路協定工作經驗或能力",高雄市苓雅區,待遇面議,//www.104.com.tw/job/78bse?jobsource=jolist_b_relevance
Quant Trader,Nogle Taiwan Limited_諾傑股份有限公司,"About us:
Offering futures and spot trading as well as multiple fiat on- and off-ramps, BTSE is designed as a one-stop solution for traders at all levels to conveniently deposit, trade, convert, and withdraw crypto- and fiat currencies.

As a BTSE Quant, you will develop, test, implement, and evaluate the performance of algorithmic trading strategies.

Responsibilities:

1. Perform research on market dynamics.
2. Design and test trading strategies to generate positive returns from market inefficiencies.
3. Fully implement said trading strategies, from data feed to order execution.
4. Generate P&L reports and objectively assess the performance of implemented trading strategies.

",台北市信義區,待遇面議,//www.104.com.tw/job/76775?jobsource=jolist_b_relevance
系統開發工程師(竹科),晶元光電股份有限公司(晶電),"1.生產數據預測、分析Model設計
2.投入與產出模擬Model設計、訂單與產出模擬Model設計
3.專案需求訪談、開發設計、系統分析並製作系統需求規格書文件
",新竹市,"月薪34,000~65,000元",//www.104.com.tw/job/66fll?jobsource=jolist_b_relevance
Backend Engineer 軟體設計工程師,日商優必達株式會社股份有限公司台灣分公司," computer science
• Strong programming skills (python, node.js, or golang preferred)
• Familiar with Linux/Unix
• Familiar with",台北市松山區,待遇面議,//www.104.com.tw/job/78ak2?jobsource=jolist_b_relevance
QA Automation Engineer,上展科技股份有限公司,"1.制定軟體測試計畫書(Test Plan)和撰寫測試案例(Test Case)
2.建立自動化測試腳本、自動化測試環境、測試設計、與改善自動化測試流程
3.與開發成員討論與改善產品規格與架構
4.協助撰寫測試報告
",新北市中和區,待遇面議,//www.104.com.tw/job/6h5nv?jobsource=jolist_b_relevance
AI/機器學習資料工程師 (Data Engineer),杰倫智能科技股份有限公司,".協助優化機器學習系統的管理與監控等作業
4. Python開發能力

其他條件：
1.具備程式撰寫能力，能以Python進行資料處理或編寫後端API
2.對於資料庫系統與其語法有瞭解(包含MySQL 、Mongo、Neo4j...等)
3.具備",台北市信義區,"月薪32,000~48,000元",//www.104.com.tw/job/79dy9?jobsource=jolist_b_relevance
自動化工程師,未來軟體開發有限公司,"1.	熟悉MSSQL/MySQL，1年以上佳
2.	PYTHON/R經驗1年以上
3.	數理能力佳優先
4.	可將分析後的資料統整並視覺化
5.	熟悉excel清洗、分割數據佳
6.	熟悉測試用例佳",台北市信義區,待遇面議,//www.104.com.tw/job/7ay07?jobsource=jolist_b_relevance
(全委)投資經理人,富蘭克林華美證券投資信託股份有限公司,"1. 協助類全委提案
2. 爭取Fund of Fund(FoF)全委標案
3. 研發計量型態策略(以FoF為主)，並維護既有模組
4. 與團隊中台股計量人員合作，協助台股計量模型建置

",台北市大安區,待遇面議,//www.104.com.tw/job/793y1?jobsource=jolist_b_relevance
LINE TV 數據工程師 (Data Engineer),LINE TV_巧克科技新媒體股份有限公司,"我們是巧克科技新媒體，負責LINE TV營運，資料團隊目前負責所有跟資料相關的活動，從收集產品資料、分析用戶行為，一直到預測用戶活動等等都屬於資料團隊的管轄。在這個職位上，會接觸到每筆最細節的資料，所有產品、分析、營運等相關資料都會經過你手上，因此這個職位最主要的使命就是讓資料能順利在公司內流動，被各個所需部門、同事、甚至終端使用。

☞建立並維運 data pipeline（streaming & batch）:
資料是公司的血液，我們就是建立並維護血管通暢的人。您需要與資料分析師/科學家密切合作，根據需求來建立即時或批次型的資料管線，並確保管線正常運行。

☞ 監控並維護資料品質：
資料界有一句耳熟能詳的話：「garbage in, garbage out」。維持資料品質是最重要的事情。隨著收集資料逐漸增加，維持資料品質也越來越不容易。希望您能協助我們監控每天搜集的資料及品質。 

☞ 維運機器學習平台：
優化及維運內部的機器學習平台，幫助團隊更方便的建立模型以及部署相關的服務。 

☞Dashboard建置與維運：
了解內部客戶商業需求，建置dashboard，幫助內部客戶透過數據了解用戶經營成效。

☞ 資料定義：
了解內部客戶商業需求，給予資料定義，並與前後端溝通，協助實作。

☞ 其他資料系統監控及維運：
除了上述系統外，資料團隊還有其他服務，包括 BI、DB 等需要協助維運以及排除問題。",台北市松山區,待遇面議,//www.104.com.tw/job/77hl0?jobsource=jolist_b_relevance
(Sr.) Software QA Engineer,Nogle Taiwan Limited_諾傑股份有限公司,"Responsibilities:
1. To assist in the analysis of design specifications in order to produce comprehensive test cases/scripts/scenarios for expected results to be performed manually or using automated testing tools.
2. To assist in the system testing of new applications and existing software. enhancements to ensure they meet design specifications.
3. To assist in regression Testing of new applications and existing software. enhancements to identify any possible impacts caused by changes.
4. To assist in the maintenance and management of manual or automated scripts & test databases.
5. Recording of test results and following up with the fault report cases and cooperate closely with related engineers.
6. To assist in the verification and evidence of reproduction of any reported faults in existing software.
7. Ensure all work produced meets customer requirements before being released for internal approval.
8. Ensure all work meets the guidelines & standards defined for the team and the company.
9. Involvement in development stage.",台北市信義區,待遇面議,//www.104.com.tw/job/6qrs1?jobsource=jolist_b_relevance
Electrical Validation Engineer,台灣愛渠西來技術股份有限公司," speed Test instruments ( Oscilloscope and BERT)
•	Test Automation and execution (python)
",台北市內湖區,待遇面議,//www.104.com.tw/job/7ccs8?jobsource=jolist_b_relevance
網頁前端工程師,傑西樓口智能科技股份有限公司,"1.負責網站前後台程式設計與開發
2.研究新互動應用技術與特效
3.系統架構分析與分析
4.熟悉資料庫操作以及 SQL 指令 (MySQL、MSQL)。
5.有Python或其他PHP Framework之開發經驗。
6.需會原生PHP開發
7.",台北市大安區,待遇面議,//www.104.com.tw/job/7bqfw?jobsource=jolist_b_relevance
Switch PQA工程師_汐止_01153,緯創資通股份有限公司,"(Python語言)與執行
6、問題追蹤處理(Bug tracking)
7、測試報告書撰寫
8、測試專案之規劃安排
9、其他主管交辦事項

【需求條件】
1. 熟悉Ethernet Switch第二層、第三層通訊協定 
2. 熟悉Python或願",新北市汐止區,"月薪30,000~60,000元",//www.104.com.tw/job/758qq?jobsource=jolist_b_relevance
【MFG】生產測試軟體開發工程師 (PE),喬鼎資訊股份有限公司,"1. 測試軟體與測試程式開發與維護。
2. 系統產品測試程式自動化整合。
3. 生產測試良率的提升與改善。",新竹縣寶山鄉,"月薪35,000~65,000元",//www.104.com.tw/job/7994t?jobsource=jolist_b_relevance
Software Engineer/軟體工程師,濎通科技股份有限公司,"1. 後端框架設計 (主要)
    -流程設計, 架構規劃
    -資料庫建制
    -data schema format 設計
    -工具流程設計
    -程式化儀器控制
    -自動化爬蟲設計, 關鍵字找尋
2. 與 redmine 系統整合 (主要)
    -資料的爬取與自動化整理
3. 前端設計 (參與協做)
    -框架與流程設計
",新竹縣竹北市,待遇面議,//www.104.com.tw/job/79k0f?jobsource=jolist_b_relevance
軟體自動化測試工程師,伊諾科技有限公司,"1. 依產品需求撰寫自動化測試案例，並開發自動化測試工具
2. 維護現有自動化測試工具
3. 追蹤分析測試問題，改善自動化測試效率
4. 開發及執行壓力測試腳本",台北市內湖區,待遇面議,//www.104.com.tw/job/7c4l8?jobsource=jolist_c_relevance
輿情數據研究員,影響力數據顧問股份有限公司,"1. 民意輿情調查之分析與報告撰寫。
2. 輿情數據分析提案企劃
3. 需有統計基礎，SPSS、R、Python統計軟體基礎運用
4. 熟悉質化、量化之社會科學統計研究方法
5. 熟悉政黨政治和公共政策議題理論與決策",台北市松山區,"月薪32,000~45,000元",//www.104.com.tw/job/7cfyy?jobsource=jolist_c_relevance
經營管理類-品管主任,力成科技股份有限公司,"劃、改善與執行(自動化、AI)
5.熟稔工業工程手法、具數理邏輯與程式撰寫能力、系統模擬、巨量資料分析者佳。
(E.g. Python, VBA, VSM, Flexsim, Tableau, deep learning...etc.)

＊實際薪",新竹縣湖口鄉,"月薪43,000~60,000元",//www.104.com.tw/job/34xws?jobsource=jolist_c_relevance
